sentence,txtCheat,cheat,cheating,betray,betrayal,lie,lying,affair,unfaithful,infidelity,deception,dishonesty,adultery,trust,secrets,manipulation,hidden,suspicion,guilt
"The young Laura actually has a bright future ahead of her: She marries Alec Haverstock, the man she loves as she has never loved anyone before. But Laura has no idea that Alec's past has a flaw that will soon overshadow her young happiness. On a trip to see Alec's relatives in Cornwall, she embarks on a search for the ominous traces of the past. And she gets into dramatic entanglements that threaten her life.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Led by Dylan Arnold (Oppenheimer, Halloween, Halloween Kills, Netflix's You), premiering at Cannes Court Métrage and landing its creators on Variety Magazine's ""Students to Watch"" list, Helpless comments on the high stakes of violence in America.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Qingdao, Shandong province, China, the present day. Letian, leader of hip-hop dance group Encore, meets rich kid Mianmian when she enrols at a dance studio where he teaches. Mianmian's Latin dance partner-cum-fiance Ranqiu has asked her to take hip-hop lessons to expand her style so they can make a splash at a forthcoming competition in the U.S. Things don't go well at the start between the easygoing Letian and snooty Mianmian, and meanwhile Encore loses one of its key dancers, Wang Zi, when he signs a management contract with local dance-club owner Ye in order to pay his mother's medical bills. Between romancing Mianmian, Letian has to prove that Encore still has the goods.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Don Diego Vega pretends to be an indolent fop as a cover for his true identity, the masked avenger Zorro.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When eight male cadets are left behind at an isolated military high school, the greatest romantic drama ever written seeps out of the classroom and permeates their lives.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Poetry, interviews and conversations between plants, still trying to find out what is love.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"After her fiance sleeps with a celebrity on his free pass list, Abby Meyers, with nothing but five names and a fantasy shared by millions, sets out for Los Angeles to sleep with someone from hers.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In 1988, Richard Conley (Joe Estevez) and Curt Wade (Rod McCary) reminisce about June Michels, the love of their lives. In flashback scenes originally filmed in 1971, June is played by Alexandra Hay and Richard is played by Martin Sheen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clare, a woman struggling with her dance career, accepts her Aunt Bridget’s invitation to come to England for the holidays. When Clare arrives, she meets Liam, a handsome historian who is determined to prove Aunt Bridget’s manor is a historical landmark. Realizing Clare can help Liam prove the manor’s historical value, Aunt Bridget proposes they work together to bring back the Christmas Ball from years ago. In the planning process, Clare and Liam begin to fall in love and realize their true passion in life is to be together.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xiang Yan and Lin Heng Yu have known each other since childhood, but they parted ways and only reunited in college because of a farce.  One is a surgeon with a bright future, and the other is a talented painter from a wealthy family. With the beautiful vision admired by everyone, from when they were wearing their school uniforms to their wedding, the future slowly unfolds according to plan, but at the same time, unexpected obstacles come quietly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John, an ambitious but undisciplined New York City office worker, meets and marries Mary. They start a family, struggle to cope with marital stress, financial setbacks, and tragedy, all while lost amid the anonymous, pitiless throngs of the big city.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joel attempts to find a romantic connection while in the development of his next film, all the while dealing with his health and other personal issues.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Noah spends the perfect first night with the girl of his dreams Avery but gets relegated to the friend zone. He spends the next three years wondering what went wrong - until he gets the unexpected chance to travel back in time and alter that night, and his fate, over and over again.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solitary and skilled photographer Kai is afraid of women. When he encounters a beautiful model, Kyoko suffering from body dysmorphia, they begin a twisted romance. Kai is determined to save Kyoko from her anguishes, even if it means death to himself.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Swiss hotel ski instructor falls in love with a man who goes skiing every morning.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The owner of a border town gambling saloon falls in love with a promiscuous young girl. When she has an affair with another, he tosses her out of town. She gets revenge by marrying his younger brother.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Junior year. It's time to date. Tommy and Pam order Sizzlin' Onions at dinner. Pam takes her antacid. Making out later is a possibility.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"What happens when an earth-splitting disaster destroys the home world of a lone living skeleton? As long as he has his most valuable treasure, he doesn't worry about anything else. But can he hold onto his treasure in such a cataclysm?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Set within the Tokyo DisneySea theme park, the love lives of various people are told. Gakkun has been preparing for his accounting license exam. Nao Nanami works in the gift wrapping section of a department store.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siv works as a prompter for the Norwegian opera. As the rehearsals for Aida starts, she marries a demanding man, Fred, who still has a strong connection to his ex-wife. Starting at her wedding, Siv must repeatedly take a back seat, both to Freds children and their mother. But when she meets a man who shares her passion for music, she starts to question the path her life has taken.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This mythic love story set in a timeless, lavishly colorful and mystical Jerusalem incorporates hard rock, striking set design, computer-generated imagery and modern-day tensions between the secular and the Orthodox worlds. Hanan, a handsome young traveler - who has pierced ears and wears grungy flannel shirts - falls in love with Lea, the beautiful daughter of a leader in the religious community. Unbeknownst to the couple, a deal was struck, years earlier, in which they were promised to each other by their fathers. When Hanan consults with a master of Kabbala, a set of mysteriously forbidden eleventh-century texts unleashes untold powers, merging the erotic with the divine and affirming love's infinite potential to transcend all obstacles. The lovers are played by Yehezkel Lazarov (Waltz with Bashir) and Ayelet Z'urer (Angels & Demons; Vantage Point). (from sfjff.org)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Set in the fictitious European kingdom of Balanca, Prince Michael IV is being coerced, by his advisers, to marry a young woman of royal blood. However, he has fallen for a peasant.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"After a weekend that doesn't go according to plan, two best friends find themselves single at the same time, forcing them to confront their feelings for each other.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When a professional wingman falls for a professional man-eater, it's only a matter of time before they realize that they're in love with the competition.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A sophisticated Hollywood film editor, on location for a film she is working on, falls for a local cowboy who is hired to work on the film.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waterfront couple raise their son to be a sea captain. He grows up to be rather snotty and rebels against drunken Beery. Valiant Dressler keeps things moving even as hubby ruins their tugboat business.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sarah Jo is a naive 26-year-old living on the fringes of Hollywood with her mother and sister. When she begins an affair with her older employer, she is thrust into an education on sexuality, loss and power.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Two rival acting students are forced to reconcile their differences and play lovers Romeo and Juliet in their final school play, vying for a life-changing prize.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"On one May day in 1864, N. G. Chernyshevsky, a writer and revolutionary democrat, was declared a state criminal and sentenced to hard labor in Siberian mines. A group of young people, raznochintsy, is seeking to include them in the expedition of the Russian Geographical Society with the secret goal of organizing Chernyshevsky’s escape...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bruno, a chauffeur having some problem in keeping a job, meets one morning Mariuccia, a taxi driver’s daughter working as a perfumery’s shop assistant, and trying to impress her, pretending to be rich, uses his employer’s car to took her on a trip to the lakes, but things don’t work as planned and to conquer Mariuccia’s hearth won’t be so easy…",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A college student joins a group of revolutionaries to meet girls but ends up committed to their goals.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A lyrically brutal tale of a pair of young lovers, Nena and Jose, doing their best to live and love in an increasingly hostile world.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xiaoqing and Xiaohong are twins with distinctive, different personalities. Xiaoqing believes in true love while Xiaohong only cares about money. Drama ensues when they both start pursuing love for the sake of money.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tom Chan, Dick Ching and his older cousin Hairy Mo live in the same tenement building but each of their love life is different.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dasu is a small time crook who becomes orphan after his father goes to prison.  Meanwhile a local goon decides to send one of his men into the police department to get information for them. Dasu will be roped for this job but he needs to pass SSC exam to get a police job. He clears the exam and gets into the force as a traffic cop. Then he is transferred to the crime branch because of his heroics. The rest of the story is about how Dasu realizes the sanctity of the cop job and eliminates the mafia gang.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Juliette Hardy is sexual dynamite, and has the men of a French coastal town panting. But Antoine, the only man who affects her likewise, wouldn't dream of settling down with a woman his friends consider the town tramp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zero  is a brilliant scientist, but unfortunate because 20 years ago was publicly humiliated and lost in college Helena the love of his life. One day, an accidental experience with one of his inventions makes him travel in time, more precisely, to the past. After the chance to change his story, Zero returns to this totally changed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The story of Ernesto Pimentel’s life, raised humbly after losing his mother, inspires him to create the iconic character La Chola Chabuca, an Andean figure who captivates all of Peru with her colourful skirts and high spirits.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diagnosed with a mental illness halfway through his senior year of high school, a witty, introspective teen struggles to keep it a secret while falling in love with a brilliant classmate who inspires him to open his heart and not be defined by his condition.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yuan Xiangqin, a high school student, is deeply in love with Jiang Zhishu, her schoolmate. He rejects her, only for them to live together when the house that she resides in collapses.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
